frame,idx,hdim_1,hdim_2,num,threshold_value,feature,time,timestr,y,x,reflectivity
0,1,0.26584801901560845,8.0,2,6.383391380310059,1,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,2607.1967818611324,23216.08040201005,10.574394226074219
0,2,1.5477730653297017,106.33637625385715,7,6.383391380310059,2,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,3124.102042471654,62748.29196134961,7.129466533660889
0,4,1.4310450375190409,160.48011533556436,15,6.383391380310059,3,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,3077.0342893221937,84514.61923037763,6.77568244934082
0,8,24.05833799549999,71.0,2,6.383391380310059,4,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,12200.942740120965,48542.71356783919,9.44463062286377
0,9,27.433584452487512,147.50165340004673,5,6.383391380310059,5,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,13561.929214712707,79297.14709549618,7.047906875610352
0,10,47.15137992041581,125.49177357945831,7,6.383391380310059,6,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,21512.653193716054,70448.95420279731,7.934311389923096
0,11,57.99744461367853,114.9772147110404,53,6.383391380310059,7,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,25886.06637648328,66221.99586373485,6.463747501373291
0,15,3.677744211588667,198.68247579377575,9,11.383391380310059,9,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,3982.9613756405915,99872.3520778998,12.244878768920898
0,16,4.586138916015625,139.8437927246094,3,11.383391380310059,10,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,4349.2495629095265,76218.61014054649,11.745196342468262
0,17,27.938305318218703,111.13778168327235,72,11.383391380310059,11,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,13765.445692830124,64678.505199305466,16.156517028808594
0,18,36.610380858163694,173.71523243814576,51,11.383391380310059,12,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,17262.250346033747,89835.26932186764,13.851547241210938
0,19,45.75125576483033,141.3871735538856,41,11.383391380310059,13,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,20948.087001947715,76839.06474528063,13.896289825439453
0,20,48.627970359391085,161.93286795141628,5,11.383391380310059,14,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,22108.0525642706,85098.6403824789,11.877836227416992
0,21,56.90891714070048,175.00904423462615,9,11.383391380310059,15,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,25447.144008346968,90355.3946671864,12.531034469604492
0,22,61.285997942664196,149.01937817415543,52,11.383391380310059,16,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,27212.095944622663,79907.28770820319,12.850942611694336
0,24,0.0,125.8950794409109,3,16.38339138031006,17,2026-02-20 11:32:35+00:00,2026-02-20 11:32:35,2500.0,70611.0872124265,18.863969802856445
1,1,0.2034068207959774,13.152530034597957,4,6.383391380310059,18,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,2582.0188793532166,25287.44926013988,9.0584135055542
1,3,1.3514167261395642,97.0,2,6.383391380310059,19,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,3044.9260992498243,58994.97487437186,6.877015590667725
1,4,2.621931185925956,170.0,3,6.383391380310059,20,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,3557.2303169056277,88341.70854271358,6.792661190032959
1,10,35.56690075718027,151.91523091849217,16,6.383391380310059,23,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,16841.492240798496,81071.44961547424,7.652928352355957
1,11,43.0,115.0,1,6.383391380310059,24,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,19838.709677419356,66231.15577889448,5.199095249176025
1,12,46.863975689859885,127.0,3,6.383391380310059,25,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,21396.764391072535,71055.27638190956,6.725867748260498
1,14,62.0,115.86649436825715,2,6.383391380310059,27,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,27500.0,66579.49522341996,6.476998329162598
1,17,3.0,146.0,1,11.383391380310059,28,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,3709.677419354839,78693.46733668342,12.050031661987305
1,18,14.067192646448337,125.15945710354748,7,11.383391380310059,29,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,8172.25509937433,70315.35963961708,13.350564002990723
1,19,19.9369964818162,70.2790705739662,4,11.383391380310059,30,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,10539.111484603307,48252.89269305174,14.174793243408203
1,20,27.424944681335074,117.69796581588898,61,11.383391380310059,31,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,13558.445436022208,67315.76515211618,16.551353454589844
1,23,35.92084064876374,181.4915222048535,47,11.383391380310059,34,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,16984.209939017637,92961.41596175016,11.801981925964355
1,24,47.07632645053895,146.10803154427498,39,11.383391380310059,35,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,21482.389697797964,78736.89710322612,14.312633514404297
1,25,56.47542345764391,181.08671462928748,4,11.383391380310059,36,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,25272.348168404806,92798.67924795477,11.963536262512207
1,26,61.18840847256959,155.75216110822524,63,11.383391380310059,37,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,27172.74535184258,82613.93411385939,13.906831741333008
1,28,0.1878925283559955,131.43808706101268,6,16.38339138031006,38,2026-02-20 11:36:48+00:00,2026-02-20 11:36:48,2575.763116272579,72839.4319843267,19.996522903442383
2,2,0.19481946298671407,175.73416169442268,3,6.383391380310059,39,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,2578.556235075288,90646.89917363726,6.016189098358154
2,3,2.3771124074174113,170.79874067699157,3,6.383391380310059,40,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,3458.513067507021,88662.81032240868,7.363463878631592
2,4,4.0,110.0,1,6.383391380310059,41,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,4112.903225806452,64221.105527638196,8.23599624633789
2,5,7.0,5.0,1,6.383391380310059,42,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,5322.580645161291,22010.05025125628,10.272446632385254
2,6,8.0,0.0,1,6.383391380310059,43,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,5725.806451612903,20000.0,9.16338062286377
2,7,9.942679270876152,94.77990087125323,12,6.383391380310059,44,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,6509.144867288771,58102.47271206161,8.5259428024292
2,12,42.0,126.07696745679958,3,6.383391380310059,47,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,19435.483870967742,70684.208022834,7.046877384185791
2,14,59.0,132.0,1,6.383391380310059,49,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,26290.322580645163,73065.32663316582,6.929281234741211
2,17,6.38457419050923,147.18359984155094,45,11.383391380310059,50,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,5074.425076818238,79169.2863684627,12.03857707977295
2,18,14.50052717555161,130.150082639356,8,11.383391380310059,51,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,8346.986764335326,72321.64126205267,12.887904167175293
2,19,20.314593341959025,76.12045660758385,10,11.383391380310059,52,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,10691.368283047994,50601.188585963355,14.700925827026367
2,20,26.690853663378057,123.7955890335415,52,11.383391380310059,53,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,13262.440993297605,69767.0709682579,16.1777400970459
2,21,32.18310895934149,190.04325725306728,27,11.383391380310059,54,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,15477.060064250601,96399.299398218,12.6178560256958
2,23,47.91163565531016,152.00416737831972,53,11.383391380310059,56,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,21819.20792552829,81107.20296615867,14.994314193725586
2,27,0.16536059974539757,136.35120782059232,7,16.38339138031006,58,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,2566.6776611876603,74814.55590777581,19.408390045166016
2,28,62.0,158.0,1,16.38339138031006,59,2026-02-20 11:41:11+00:00,2026-02-20 11:41:11,27500.0,83517.5879396985,17.334035873413086
3,8,0.9515045011361638,170.9442774078714,11,11.383391380310059,61,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,2883.671169812969,88721.31755090307,12.08352279663086
3,9,7.124980985432644,154.06034186428832,49,11.383391380310059,62,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,5372.976203803486,81933.80577458828,11.761063575744629
3,10,13.20487480326334,94.58899532023078,6,11.383391380310059,63,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,7824.546291638444,58025.726761901824,15.383026123046875
3,11,14.10323710757349,136.207369297837,16,11.383391380310059,64,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,8186.789156279634,74756.73137601488,13.834732055664062
3,12,20.698104867192797,81.36100619579585,13,11.383391380310059,65,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,10846.01002709387,52707.942189264664,14.5531587600708
3,14,26.767185962815248,130.99997637245318,66,11.383391380310059,67,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,13293.220146296471,72663.30708440329,15.38883113861084
3,17,35.624506495128344,192.85242798380668,54,11.383391380310059,70,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,16864.72036093885,97528.61426484691,13.229544639587402
3,18,48.146671109998024,180.75860479732913,30,11.383391380310059,71,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,21913.980286289527,92666.77579792126,12.952774047851562
3,20,56.92828381562733,192.11584156189812,5,11.383391380310059,72,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,25454.953151462632,97232.49912036106,12.070503234863281
3,22,0.2641876267958642,141.64383328708107,7,16.38339138031006,73,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,2606.5272688693,76942.24453752002,20.07640266418457
3,23,61.442666059685074,163.72346055714291,13,16.38339138031006,74,2026-02-20 11:45:33+00:00,2026-02-20 11:45:33,27275.26857245366,85818.4766058866,17.79882049560547
4,3,25.124489670642415,173.5210560977566,18,6.383391380310059,75,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,12630.842609130008,89757.2084815102,7.488766193389893
4,7,58.33083136295791,143.67020027670102,14,6.383391380310059,77,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,26020.49651732174,77756.86443284464,8.301285743713379
4,8,60.94075968325109,0.06589785574177252,4,6.383391380310059,78,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,27072.88696905286,20026.4916002982,10.733762741088867
4,11,7.525515835094284,162.60428920414014,4,11.383391380310059,79,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,5534.482191570276,85368.55847402618,12.79789924621582
4,16,22.41607896119138,85.21098414345299,49,11.383391380310059,83,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,11538.741516609429,54255.67201746854,13.993325233459473
4,18,27.79104149319342,135.57581884614763,44,11.383391380310059,85,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,13706.065118223154,74502.84174719502,16.069721221923828
4,19,54.0,109.0,1,11.383391380310059,86,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,24274.1935483871,63819.09547738694,15.381180763244629
4,22,0.0,147.8486424765288,2,16.38339138031006,87,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,2500.0,79436.64019156937,17.504737854003906
4,23,12.576177934423756,99.85523247322493,4,16.38339138031006,88,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,7571.039489686998,60142.80702441204,17.702617645263672
4,24,61.084575876256004,168.94898250914227,17,16.38339138031006,89,2026-02-20 11:49:56+00:00,2026-02-20 11:49:56,27130.87736945807,87919.1889483989,17.970870971679688
5,1,0.3847185749240432,115.29547658380733,7,6.383391380310059,90,2026-02-20 11:54:09+00:00,2026-02-20 11:54:09,2655.1284576306625,66349.94033519893,9.857287406921387
5,4,25.963226788947612,179.4485418453871,21,6.383391380310059,91,2026-02-20 11:54:09+00:00,2026-02-20 11:54:09,12969.043060059521,92140.11732477874,8.428985595703125
5,7,56.55720953571988,125.58855499885902,9,6.383391380310059,93,2026-02-20 11:54:09+00:00,2026-02-20 11:54:09,25305.3264256935,70487.86130607399,7.88917875289917
5,8,58.229672750301795,150.2783796549492,35,6.383391380310059,94,2026-02-20 11:54:09+00:00,2026-02-20 11:54:09,25979.70675415395,80413.4189567635,9.145133018493652
5,10,61.3165598250564,4.53694674448666,24,6.383391380310059,96,2026-02-20 11:54:09+00:00,2026-02-20 11:54:09,27224.41928429694,21823.898188738356,10.81345272064209
