height,frame,idx,reflectivity,num,cell,y,x,timestr,hdim_1,hdim_2,threshold_value,feature,time,time_cell,ncells,median_background_noise,mean_background_noise,std_dev,iqr,percent_covered,sigma_threshold,segmentation_threshold
1100.0,21,44,11.01606559753418,6,-1,24982.59826550065,69340.27071382331,2026-02-20 13:02:31,56.85120348274556,64.92366445391319,7.659246444702148,713,2026-02-20 13:02:31,,10.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,52,10.904153823852539,1,-1,28743.58127346423,49644.50975948383,2026-02-20 13:02:31,65.0,22.0,7.659246444702148,720,2026-02-20 13:02:31,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,55,13.402570724487305,1,-1,-1256.4187265357668,53315.35402777536,2026-02-20 13:02:31,0.0,30.0,12.659246444702148,721,2026-02-20 13:02:31,,6.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,74,13.392361640930176,1,-1,23205.119735002692,64327.88683264992,2026-02-20 13:02:31,53.0,54.0,12.659246444702148,734,2026-02-20 13:02:31,,17.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,77,13.631795883178711,4,-1,28627.500388832083,64523.443039814534,2026-02-20 13:02:31,64.74849141663034,54.4261825190544,12.659246444702148,736,2026-02-20 13:02:31,,23.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,80,18.22460174560547,1,-1,-1256.4187265357668,70751.86430216009,2026-02-20 13:02:31,0.0,68.0,17.65924644470215,738,2026-02-20 13:02:31,,8.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,83,18.633169174194336,3,84,8435.888965771926,76430.3401552,2026-02-20 13:02:31,21.0,80.37530211148463,17.65924644470215,741,2026-02-20 13:02:31,0 days 00:21:09,96.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,86,19.970813751220703,17,94,10646.92726608357,64453.61213173143,2026-02-20 13:02:31,25.790582984008562,54.2739975654484,17.65924644470215,744,2026-02-20 13:02:31,0 days 00:17:04,151.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,89,17.810680389404297,1,-1,20897.427427310387,52397.64296070248,2026-02-20 13:02:31,48.0,28.0,17.65924644470215,747,2026-02-20 13:02:31,,12.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,21,90,19.5,1,-1,24128.19665807962,58821.62043021264,2026-02-20 13:02:31,55.0,42.0,17.65924644470215,748,2026-02-20 13:02:31,,41.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,2,8.0,3,-1,-869.7237247124505,75642.089452771,2026-02-20 13:06:54,0.8378391706171854,78.65743963665757,7.659246444702148,749,2026-02-20 13:06:54,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,3,9.030665397644043,1,-1,-794.8802649973053,56068.487228993996,2026-02-20 13:06:54,1.0,36.0,7.659246444702148,750,2026-02-20 13:06:54,,3.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,11,8.182360649108887,1,-1,7051.273581156542,42302.821222900784,2026-02-20 13:06:54,18.0,6.0,7.659246444702148,754,2026-02-20 13:06:54,,5.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,15,7.6722331047058105,1,-1,7974.350504233464,45973.66549119231,2026-02-20 13:06:54,20.0,14.0,7.659246444702148,756,2026-02-20 13:06:54,,0.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,40,10.238420486450195,2,-1,22743.58127346423,39818.79273158463,2026-02-20 13:06:54,52.0,0.586469357421655,7.659246444702148,777,2026-02-20 13:06:54,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,45,9.091352462768555,7,-1,25000.391901147585,71644.08532476348,2026-02-20 13:06:54,56.88975635998059,69.94444864972414,7.659246444702148,781,2026-02-20 13:06:54,,10.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,47,7.591008186340332,4,-1,25681.653454203737,60914.505005284314,2026-02-20 13:06:54,58.36582305826892,46.56109695123786,7.659246444702148,783,2026-02-20 13:06:54,,14.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,60,13.164846420288086,1,-1,7512.812042695003,53774.2095613118,2026-02-20 13:06:54,19.0,31.0,12.659246444702148,792,2026-02-20 13:06:54,,10.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,69,15.0,1,-1,15358.96588884885,57903.909363139755,2026-02-20 13:06:54,36.0,40.0,12.659246444702148,799,2026-02-20 13:06:54,,11.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,70,14.134644508361816,1,-1,17205.119735002692,65245.59789972281,2026-02-20 13:06:54,40.0,56.0,12.659246444702148,800,2026-02-20 13:06:54,,20.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,76,21.500001907348633,1,-1,6128.196658079618,96906.62971373719,2026-02-20 13:06:54,16.0,125.0,17.65924644470215,803,2026-02-20 13:06:54,,34.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,78,19.246492385864258,3,84,9482.705296125316,79928.9749728889,2026-02-20 13:06:54,23.268102049099014,88.0,17.65924644470215,805,2026-02-20 13:06:54,0 days 00:25:32,103.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,80,18.37622833251953,5,94,10351.754467948898,67908.56931701714,2026-02-20 13:06:54,25.15104192138344,61.80350725373317,17.65924644470215,807,2026-02-20 13:06:54,0 days 00:21:27,93.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,22,82,21.249624252319336,5,-1,28449.58511030458,66386.52484705245,2026-02-20 13:06:54,64.36300831315408,58.48646221728313,17.65924644470215,809,2026-02-20 13:06:54,,30.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,3,8.023715019226074,2,-1,-1016.5525046173659,78552.40837227958,2026-02-20 13:11:16,0.5197101474898687,85.0,7.659246444702148,810,2026-02-20 13:11:16,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,5,7.858691692352295,1,-1,2435.8889657719255,69834.1532350872,2026-02-20 13:11:16,8.0,66.0,7.659246444702148,812,2026-02-20 13:11:16,,1.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,7,8.258947372436523,1,-1,5205.119735002695,43220.532289973664,2026-02-20 13:11:16,14.0,8.0,7.659246444702148,814,2026-02-20 13:11:16,,9.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,10,9.12606430053711,4,-1,6470.316297140635,53462.31065039405,2026-02-20 13:11:16,16.741259217965535,30.320267735437522,7.659246444702148,817,2026-02-20 13:11:16,,7.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,11,8.159869194030762,1,-1,6128.196658079618,62033.609164967726,2026-02-20 13:11:16,16.0,49.0,7.659246444702148,818,2026-02-20 13:11:16,,3.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,13,7.818854331970215,1,-1,7051.273581156542,62492.46469850416,2026-02-20 13:11:16,18.0,50.0,7.659246444702148,820,2026-02-20 13:11:16,,7.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,28,9.701079368591309,6,-1,22064.522079126604,43735.88284879887,2026-02-20 13:11:16,50.52870507893514,9.123121595272812,7.659246444702148,829,2026-02-20 13:11:16,,5.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,43,8.426124572753906,2,-1,27820.50435038731,40596.88533399336,2026-02-20 13:11:16,63.0,2.282193927662537,7.659246444702148,842,2026-02-20 13:11:16,,1.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,46,11.478160858154297,1,-1,28743.58127346423,53315.35402777536,2026-02-20 13:11:16,65.0,30.0,7.659246444702148,844,2026-02-20 13:11:16,,4.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,47,7.9640302658081055,1,-1,28743.58127346423,54691.92062838467,2026-02-20 13:11:16,65.0,33.0,7.659246444702148,845,2026-02-20 13:11:16,,0.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,51,14.271849632263184,3,-1,-696.4034074481211,41276.97056810414,2026-02-20 13:11:16,1.213366524689899,3.7643275937192557,12.659246444702148,847,2026-02-20 13:11:16,,10.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,54,13.33619213104248,22,84,9454.565621629914,82438.18983297487,2026-02-20 13:11:16,23.207132754358977,93.46842018172306,12.659246444702148,850,2026-02-20 13:11:16,0 days 00:29:54,90.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,55,11.76957893371582,5,94,10728.247760661736,70431.92779484022,2026-02-20 13:11:16,25.966777388927923,67.30275111895439,12.659246444702148,851,2026-02-20 13:11:16,0 days 00:25:49,55.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,61,16.0,1,-1,15820.504350387311,49644.50975948383,2026-02-20 13:11:16,37.0,22.0,12.659246444702148,857,2026-02-20 13:11:16,,8.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,62,13.09963607788086,1,-1,16743.58127346423,64327.88683264992,2026-02-20 13:11:16,39.0,54.0,12.659246444702148,858,2026-02-20 13:11:16,,15.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,63,13.405683517456055,1,-1,18128.19665807962,57903.909363139755,2026-02-20 13:11:16,42.0,40.0,12.659246444702148,859,2026-02-20 13:11:16,,21.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,66,14.265656471252441,4,-1,28407.452942030905,68970.06437317785,2026-02-20 13:11:16,64.27172194856112,64.1168607573505,12.659246444702148,861,2026-02-20 13:11:16,,14.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,23,70,19.0,1,-1,23205.119735002692,62951.3202320406,2026-02-20 13:11:16,53.0,51.0,17.65924644470215,864,2026-02-20 13:11:16,,32.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,3,9.884730339050293,1,-1,2897.4274273103874,71669.57536923297,2026-02-20 13:15:30,9.0,70.0,7.659246444702148,866,2026-02-20 13:15:30,,1.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,4,8.401690483093262,1,-1,2897.4274273103874,72587.28643630585,2026-02-20 13:15:30,9.0,72.0,7.659246444702148,867,2026-02-20 13:15:30,,1.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,6,8.224422454833984,1,-1,4743.581273464233,49644.50975948383,2026-02-20 13:15:30,13.0,22.0,7.659246444702148,869,2026-02-20 13:15:30,,6.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,8,9.575393676757812,1,-1,5205.119735002695,68457.58663447789,2026-02-20 13:15:30,14.0,63.0,7.659246444702148,871,2026-02-20 13:15:30,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,9,7.73918342590332,1,-1,6128.196658079618,53315.35402777536,2026-02-20 13:15:30,16.0,30.0,7.659246444702148,872,2026-02-20 13:15:30,,8.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,14,11.0,1,-1,8897.427427310387,41843.96568936435,2026-02-20 13:15:30,22.0,5.0,7.659246444702148,875,2026-02-20 13:15:30,,1.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,15,8.928719520568848,6,-1,9269.424886739202,59453.17755272504,2026-02-20 13:15:30,22.805994495429097,43.376374645947784,7.659246444702148,876,2026-02-20 13:15:30,,12.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,17,7.780384063720703,1,-1,10743.581273464233,48267.943158874514,2026-02-20 13:15:30,26.0,19.0,7.659246444702148,877,2026-02-20 13:15:30,,5.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,23,12.54883098602295,8,-1,22607.049761087772,46313.17358963223,2026-02-20 13:15:30,51.70418172318434,14.739901937813194,7.659246444702148,881,2026-02-20 13:15:30,,7.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,35,8.647478103637695,1,-1,28282.04281192577,40467.399088755024,2026-02-20 13:15:30,64.0,2.0,7.659246444702148,891,2026-02-20 13:15:30,,1.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,41,15.41645336151123,2,-1,-333.34180345884374,42841.89963854708,2026-02-20 13:15:30,2.0,7.174832548038747,12.659246444702148,894,2026-02-20 13:15:30,,177.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,43,13.524188995361328,11,84,9429.479775544933,85822.41615388934,2026-02-20 13:15:30,23.152780087841514,100.84378361001592,12.659246444702148,896,2026-02-20 13:15:30,0 days 00:34:08,53.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,46,12.99979305267334,1,-1,16743.58127346423,67081.02003386857,2026-02-20 13:15:30,39.0,60.0,12.659246444702148,898,2026-02-20 13:15:30,,20.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,54,16.0,1,-1,25512.812042695004,62951.3202320406,2026-02-20 13:15:30,58.0,51.0,12.659246444702148,905,2026-02-20 13:15:30,,21.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,55,13.776637077331543,4,-1,28548.972724056883,71451.55156172381,2026-02-20 13:15:30,64.57834814295074,69.52485304943622,12.659246444702148,906,2026-02-20 13:15:30,,15.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,58,18.255306243896484,1,94,11666.658196541157,70751.86430216009,2026-02-20 13:15:30,28.0,68.0,17.65924644470215,908,2026-02-20 13:15:30,0 days 00:30:03,25.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,24,59,19.75145149230957,1,-1,17666.658196541153,54691.92062838467,2026-02-20 13:15:30,41.0,33.0,17.65924644470215,909,2026-02-20 13:15:30,,74.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,9,8.010473251342773,1,-1,9820.504350387311,45973.66549119231,2026-02-20 13:19:53,24.0,14.0,7.659246444702148,913,2026-02-20 13:19:53,,4.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,10,9.0,3,-1,10282.042811925772,51528.4403332545,2026-02-20 13:19:53,25.0,26.10571614828538,7.659246444702148,914,2026-02-20 13:19:53,,8.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,17,8.417413711547852,4,-1,17602.225446350476,52452.58991228404,2026-02-20 13:19:53,40.8603957079202,28.11974782380434,7.659246444702148,920,2026-02-20 13:19:53,,4.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,29,7.838672637939453,1,-1,23205.119735002692,66622.16450033212,2026-02-20 13:19:53,53.0,59.0,7.659246444702148,931,2026-02-20 13:19:53,,0.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,31,7.692683219909668,1,-1,24589.735119618083,41385.110155827904,2026-02-20 13:19:53,56.0,4.0,7.659246444702148,932,2026-02-20 13:19:53,,0.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,33,7.709403038024902,1,-1,25051.273581156544,40467.399088755024,2026-02-20 13:19:53,57.0,2.0,7.659246444702148,934,2026-02-20 13:19:53,,1.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,37,9.192035675048828,2,-1,26078.267454275476,62492.46469850416,2026-02-20 13:19:53,59.22515339175769,50.0,7.659246444702148,938,2026-02-20 13:19:53,,7.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,44,12.769561767578125,1,-1,-1256.4187265357668,57903.909363139755,2026-02-20 13:19:53,0.0,40.0,12.659246444702148,943,2026-02-20 13:19:53,,88.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,54,14.499424934387207,6,84,10439.39650082631,88012.88785175697,2026-02-20 13:19:53,25.34093299261783,105.61755560963738,12.659246444702148,952,2026-02-20 13:19:53,0 days 00:38:31,37.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,60,16.76312828063965,5,-1,17964.60480525319,61037.47802997334,2026-02-20 13:19:53,41.64555098554274,46.82909638831832,12.659246444702148,958,2026-02-20 13:19:53,,85.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,25,63,12.70067310333252,2,-1,22743.58127346423,48253.652387052185,2026-02-20 13:19:53,52.0,18.968855618429203,12.659246444702148,961,2026-02-20 13:19:53,,11.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,8,9.518187522888184,1,-1,9358.965888848848,44138.24335704655,2026-02-20 13:24:15,23.0,10.0,7.659246444702148,970,2026-02-20 13:24:15,,4.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,9,10.778979301452637,1,-1,9358.965888848848,52856.49849423891,2026-02-20 13:24:15,23.0,29.0,7.659246444702148,971,2026-02-20 13:24:15,,6.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,10,8.151979446411133,1,-1,11205.119735002694,46891.37655826519,2026-02-20 13:24:15,27.0,16.0,7.659246444702148,972,2026-02-20 13:24:15,,8.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,12,8.28707504272461,1,-1,12128.196658079618,47350.232091801634,2026-02-20 13:24:15,29.0,17.0,7.659246444702148,974,2026-02-20 13:24:15,,5.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,37,7.726065158843994,2,-1,27070.091737136816,64786.742366186365,2026-02-20 13:24:15,61.374106004623926,55.0,7.659246444702148,992,2026-02-20 13:24:15,,10.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,41,8.053022384643555,2,-1,28743.58127346423,46342.490137449415,2026-02-20 13:24:15,65.0,14.803792521394577,7.659246444702148,996,2026-02-20 13:24:15,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,42,9.242740631103516,1,-1,28743.58127346423,51479.93189362959,2026-02-20 13:24:15,65.0,26.0,7.659246444702148,997,2026-02-20 13:24:15,,7.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,53,16.515342712402344,2,-1,17222.73157180855,66622.16450033212,2026-02-20 13:24:15,40.03815897974602,59.0,12.659246444702148,1004,2026-02-20 13:24:15,,14.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,58,16.016807556152344,2,-1,17887.752205304947,65704.45343325924,2026-02-20 13:24:15,41.479037018988215,57.0,12.659246444702148,1009,2026-02-20 13:24:15,,21.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,59,13.621394157409668,2,-1,19051.273581156544,61333.05636755342,2026-02-20 13:24:15,44.0,47.473260653489184,12.659246444702148,1010,2026-02-20 13:24:15,,34.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,63,10.86760139465332,5,-1,23004.901496875704,50514.605701920394,2026-02-20 13:24:15,52.56619381739152,23.89623068448287,12.659246444702148,1014,2026-02-20 13:24:15,,59.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,70,22.49976921081543,4,-1,639.1728884834234,46975.88504973054,2026-02-20 13:24:15,4.107115165874912,16.18417232721164,17.65924644470215,1020,2026-02-20 13:24:15,,121.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,26,73,21.485336303710938,6,-1,9451.441351859397,66388.96457962126,2026-02-20 13:24:15,23.20036350318952,58.4917792122641,17.65924644470215,1023,2026-02-20 13:24:15,,45.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,27,28,11.90860366821289,8,-1,25628.82939217318,60953.03391313139,2026-02-20 13:28:37,58.25137092386938,46.64506435498719,7.659246444702148,1047,2026-02-20 13:28:37,,11.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,27,31,7.741081714630127,9,-1,28607.83071443682,49343.493150643815,2026-02-20 13:28:37,64.70587378877394,21.34398391903426,7.659246444702148,1050,2026-02-20 13:28:37,,5.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,27,39,16.146718978881836,6,-1,9123.990533495531,67014.90245728746,2026-02-20 13:28:37,22.49088673006781,59.855907640316495,12.659246444702148,1055,2026-02-20 13:28:37,,19.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,27,40,12.280523300170898,6,-1,9415.287720099768,69572.82451025251,2026-02-20 13:28:37,23.12203063437699,65.43047712028097,12.659246444702148,1056,2026-02-20 13:28:37,,23.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,27,43,13.632055282592773,4,-1,17801.201966052235,66695.09814136772,2026-02-20 13:28:37,41.29151150060734,59.15894684863774,12.659246444702148,1059,2026-02-20 13:28:37,,20.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,27,50,17.75795555114746,1,-1,-794.8802649973053,52856.49849423891,2026-02-20 13:28:37,1.0,29.0,17.65924644470215,1064,2026-02-20 13:28:37,,109.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,27,51,17.725643157958984,1,-1,-333.34180345884374,51021.07636009315,2026-02-20 13:28:37,2.0,25.0,17.65924644470215,1065,2026-02-20 13:28:37,,45.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,5,9.329712867736816,1,-1,4282.042811925772,70293.00876862365,2026-02-20 13:33:00,12.0,67.0,7.659246444702148,1072,2026-02-20 13:33:00,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,11,9.005840301513672,3,-1,9479.520864004893,72312.07661444253,2026-02-20 13:33:00,23.26120244617143,71.40022555739439,7.659246444702148,1075,2026-02-20 13:33:00,,15.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,17,8.805756568908691,23,-1,17224.093811379793,66813.36734388425,2026-02-20 13:33:00,40.04111049881705,59.41669508064667,7.659246444702148,1078,2026-02-20 13:33:00,,21.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,20,10.36353874206543,3,-1,16865.626456957936,72311.11545586424,2026-02-20 13:33:00,39.26443123090303,71.39813087070537,7.659246444702148,1081,2026-02-20 13:33:00,,13.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,31,8.254081726074219,1,-1,23666.658196541153,79470.11943935245,2026-02-20 13:33:00,54.0,87.0,7.659246444702148,1090,2026-02-20 13:33:00,,2.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,40,10.089033126831055,6,-1,28483.428855594397,49158.55060235332,2026-02-20 13:33:00,64.43633642794869,20.940932119996074,7.659246444702148,1096,2026-02-20 13:33:00,,6.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,49,12.883883476257324,1,-1,-1256.4187265357668,68916.44216801433,2026-02-20 13:33:00,0.0,64.0,12.659246444702148,1101,2026-02-20 13:33:00,,190.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,50,12.798108100891113,2,-1,59.925427660305495,51021.07636009315,2026-02-20 13:33:00,2.8520790007581565,25.0,12.659246444702148,1102,2026-02-20 13:33:00,,10.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,51,13.534061431884766,2,-1,589.7351196180794,52668.74154487898,2026-02-20 13:33:00,4.0,28.590814677742088,12.659246444702148,1103,2026-02-20 13:33:00,,22.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,63,10.1634521484375,6,-1,23141.092057343652,56733.89705304807,2026-02-20 13:33:00,52.86127336507208,37.450151028855856,12.659246444702148,1109,2026-02-20 13:33:00,,54.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
1100.0,28,67,13.103941917419434,1,-1,25974.350504233465,64327.88683264992,2026-02-20 13:33:00,59.0,54.0,12.659246444702148,1112,2026-02-20 13:33:00,,11.0,4.659246444702148,5.324386119842529,5.559048652648926,7.376218289136887,30.45641089416739,0.25,8
