frame,idx,reflectivity,num,cell,y,x,timestr,hdim_1,hdim_2,threshold_value,feature,time,time_cell
24,22,15.938920021057129,75,77,9507.86473863594,85637.54242852595,2026-02-20 13:15:30,17.37950455181713,163.27338679095828,11.383391380310059,484,2026-02-20 13:15:30+00:00,0 days 00:34:08
24,23,14.887589454650879,16,109,9618.802444540146,60182.361141195324,2026-02-20 13:15:30,17.65463006245956,99.95362333872336,11.383391380310059,485,2026-02-20 13:15:30+00:00,0 days 00:08:36
24,24,16.431718826293945,1,127,14193.548387096775,57386.934673366835,2026-02-20 13:15:30,29.0,93.0,11.383391380310059,486,2026-02-20 13:15:30+00:00,0 days 00:00:00
25,10,11.734195709228516,32,127,13852.604467014633,57355.693631901675,2026-02-20 13:19:53,28.154459078196286,92.92228790935542,6.383391380310059,496,2026-02-20 13:19:53+00:00,0 days 00:04:23
25,32,14.676755905151367,39,77,10253.06158795283,88252.09728043688,2026-02-20 13:19:53,19.22759273812302,169.7770919850867,11.383391380310059,513,2026-02-20 13:19:53+00:00,0 days 00:38:31
25,37,19.810396194458008,19,109,9567.08932803009,63575.44773002608,2026-02-20 13:19:53,17.526381533514623,108.39392622843985,16.38339138031006,517,2026-02-20 13:19:53+00:00,0 days 00:12:59
26,24,18.693511962890625,6,127,10284.377710490988,57492.32095413387,2026-02-20 13:24:15,19.30525672201765,93.26214837340801,11.383391380310059,529,2026-02-20 13:24:15+00:00,0 days 00:08:45
26,25,13.798788070678711,36,77,10389.944692643965,90403.94384813854,2026-02-20 13:24:15,19.567062837757035,175.1298103222446,11.383391380310059,530,2026-02-20 13:24:15+00:00,0 days 00:42:53
26,33,19.654552459716797,8,109,9462.627853571987,66493.30140590853,2026-02-20 13:24:15,17.267317076858525,115.65208724719746,16.38339138031006,537,2026-02-20 13:24:15+00:00,0 days 00:17:21
27,9,8.106637954711914,10,77,10966.092145750492,93943.22447344067,2026-02-20 13:28:37,20.995908521461217,183.93377087768368,6.383391380310059,542,2026-02-20 13:28:37+00:00,0 days 00:47:15
27,30,17.5,2,127,8548.387096774193,57235.19937891145,2026-02-20 13:28:37,15.0,92.62255845504222,11.383391380310059,558,2026-02-20 13:28:37+00:00,0 days 00:13:07
27,31,12.504386901855469,39,109,9318.14097605538,68917.00182777876,2026-02-20 13:28:37,16.908989620617337,121.68104204659967,11.383391380310059,559,2026-02-20 13:28:37+00:00,0 days 00:21:43
28,28,12.651778221130371,14,109,9184.933904193174,71299.84237956778,2026-02-20 13:33:00,16.578636082399072,127.60835791917484,11.383391380310059,581,2026-02-20 13:33:00+00:00,0 days 00:26:06
28,40,21.657814025878906,10,127,9760.674500555599,57806.513276479716,2026-02-20 13:33:00,18.006472761377886,94.04370177524329,16.38339138031006,592,2026-02-20 13:33:00+00:00,0 days 00:17:30
29,23,11.890305519104004,7,109,9472.622371603475,74208.58101124581,2026-02-20 13:37:13,17.292103481576614,134.84384526547396,11.383391380310059,606,2026-02-20 13:37:13+00:00,0 days 00:30:19
29,30,19.841215133666992,14,127,9706.267953873681,60611.49599071667,2026-02-20 13:37:13,17.87154452560673,101.02109627690773,16.38339138031006,612,2026-02-20 13:37:13+00:00,0 days 00:21:43
30,6,11.040847778320312,48,109,8916.461788490042,76266.68046306905,2026-02-20 13:41:36,15.912825235455301,139.96336765188423,6.383391380310059,616,2026-02-20 13:41:36+00:00,0 days 00:34:42
30,29,19.452495574951172,12,154,9683.057118283614,60198.66914210313,2026-02-20 13:41:36,17.81398165334336,99.99418949098151,16.38339138031006,632,2026-02-20 13:41:36+00:00,0 days 00:00:00
30,30,18.78622055053711,12,127,9630.577466111885,63396.40507098396,2026-02-20 13:41:36,17.683832115957475,107.9485576140726,16.38339138031006,633,2026-02-20 13:41:36+00:00,0 days 00:26:06
31,7,9.697126388549805,39,109,8838.547687189717,80374.62692992548,2026-02-20 13:45:59,15.7195982642305,150.1818844881896,6.383391380310059,639,2026-02-20 13:45:59+00:00,0 days 00:39:05
31,20,15.806666374206543,15,127,6725.3871177831315,67483.04003398583,2026-02-20 13:45:59,10.478960052102165,118.11406208453975,11.383391380310059,649,2026-02-20 13:45:59+00:00,0 days 00:30:29
31,26,14.359710693359375,7,159,13684.045966967627,57300.21695883173,2026-02-20 13:45:59,27.73643399807971,92.78428968509392,11.383391380310059,653,2026-02-20 13:45:59+00:00,0 days 00:00:00
31,34,18.197114944458008,22,154,9901.030850630412,62190.373070453825,2026-02-20 13:45:59,18.35455650956342,104.94855301275388,16.38339138031006,659,2026-02-20 13:45:59+00:00,0 days 00:04:23
32,22,12.961037635803223,3,127,2500.0,70952.84617638619,2026-02-20 13:50:22,0.0,126.74520486376062,11.383391380310059,673,2026-02-20 13:50:22+00:00,0 days 00:34:52
32,26,13.731985092163086,1,159,11774.193548387097,57386.934673366835,2026-02-20 13:50:22,23.0,93.0,11.383391380310059,675,2026-02-20 13:50:22+00:00,0 days 00:04:23
32,34,20.46946144104004,16,154,10506.599949985302,63186.52811817749,2026-02-20 13:50:22,19.856367875963553,107.4264886939665,16.38339138031006,682,2026-02-20 13:50:22+00:00,0 days 00:08:46
33,27,15.99053955078125,2,159,9758.064516129032,57586.14663822174,2026-02-20 13:54:45,18.0,93.49553976257657,11.383391380310059,701,2026-02-20 13:54:45+00:00,0 days 00:08:46
33,32,19.456653594970703,10,154,10709.95070657425,66236.23499186215,2026-02-20 13:54:45,20.360677752304138,115.01263454225709,16.38339138031006,704,2026-02-20 13:54:45+00:00,0 days 00:13:09
34,16,12.74877643585205,6,159,9693.612070851039,57502.749394059705,2026-02-20 13:59:07,17.840157935710575,93.28808911772352,11.383391380310059,716,2026-02-20 13:59:07+00:00,0 days 00:13:08
34,25,17.382076263427734,15,154,9315.618566916059,65795.27483759185,2026-02-20 13:59:07,16.90273404595182,113.9157461585097,16.38339138031006,722,2026-02-20 13:59:07+00:00,0 days 00:17:31
35,30,17.300247192382812,6,154,9460.639290684343,68469.11723974202,2026-02-20 14:03:30,17.26238544089717,120.56692913385827,16.38339138031006,746,2026-02-20 14:03:30+00:00,0 days 00:21:54
35,31,18.023679733276367,7,159,10004.625526499463,57177.88615358483,2026-02-20 14:03:30,18.611471305718666,92.47999180704225,16.38339138031006,747,2026-02-20 14:03:30+00:00,0 days 00:17:31
36,24,24.982765197753906,55,159,9981.410264872342,58656.70886711922,2026-02-20 14:07:52,18.55389745688341,96.15856330695905,16.38339138031006,763,2026-02-20 14:07:52+00:00,0 days 00:21:53
37,28,23.765491485595703,127,159,9870.442286610454,59437.036335953395,2026-02-20 14:12:16,18.278696870793926,98.09962788568406,16.38339138031006,786,2026-02-20 14:12:16+00:00,0 days 00:26:17
38,23,27.730688095092773,179,159,9985.226976803038,60832.77997710471,2026-02-20 14:16:39,18.563362902471535,101.57154019304797,16.38339138031006,804,2026-02-20 14:16:39+00:00,0 days 00:30:40
39,24,23.614776611328125,324,159,9696.286740105166,63981.97428679609,2026-02-20 14:21:02,17.846791115460814,109.40516103840527,16.38339138031006,823,2026-02-20 14:21:02+00:00,0 days 00:35:03
40,12,15.356488227844238,1,202,10967.741935483871,48944.72361809046,2026-02-20 14:25:24,21.0,72.0,11.383391380310059,833,2026-02-20 14:25:24+00:00,0 days 00:00:00
40,19,24.45827865600586,339,159,9480.797786142331,65538.14799217047,2026-02-20 14:25:24,17.312378509632982,113.27614313052403,16.38339138031006,836,2026-02-20 14:25:24+00:00,0 days 00:39:25
41,6,7.025383949279785,11,202,10759.841582866635,49469.54460398553,2026-02-20 14:29:47,20.484407125509254,73.305492202414,6.383391380310059,846,2026-02-20 14:29:47+00:00,0 days 00:04:23
41,23,23.919069290161133,344,159,9358.32031136677,66986.57595780617,2026-02-20 14:29:47,17.008634372189587,116.87910769504283,16.38339138031006,856,2026-02-20 14:29:47+00:00,0 days 00:43:48
42,3,7.986910820007324,45,202,9760.381187615252,51875.135336516665,2026-02-20 14:34:10,18.005745345285828,79.2893991495852,6.383391380310059,860,2026-02-20 14:34:10+00:00,0 days 00:08:46
42,24,22.953548431396484,333,159,9220.981145768608,69864.13323635819,2026-02-20 14:34:10,16.668033241506148,124.03703142544096,16.38339138031006,872,2026-02-20 14:34:10+00:00,0 days 00:48:11
43,23,21.290300369262695,12,202,9444.137946309671,57458.693255838116,2026-02-20 14:38:24,17.221462106847984,93.17849947389732,11.383391380310059,890,2026-02-20 14:38:24+00:00,0 days 00:13:00
43,33,24.160301208496094,309,159,8861.200395426173,72451.57999122769,2026-02-20 14:38:24,15.775776980656907,130.47330522817887,16.38339138031006,897,2026-02-20 14:38:24+00:00,0 days 00:52:25
44,8,7.8126654624938965,14,202,10446.174220060077,63496.98956839034,2026-02-20 14:42:37,19.706512065748992,108.19876155137096,6.383391380310059,907,2026-02-20 14:42:37+00:00,0 days 00:17:13
44,25,22.524822235107422,316,159,8698.676354430965,74319.04764653498,2026-02-20 14:42:37,15.372717358988796,135.11863102075574,16.38339138031006,917,2026-02-20 14:42:37+00:00,0 days 00:56:38
44,26,21.670732498168945,37,230,9563.497702424644,57497.44769496085,2026-02-20 14:42:37,17.517474302013117,93.27490114121511,16.38339138031006,918,2026-02-20 14:42:37+00:00,0 days 00:00:00
45,24,22.941118240356445,300,159,8427.704691712062,76148.89404002672,2026-02-20 14:47:00,14.700707635445916,139.67037392456646,16.38339138031006,935,2026-02-20 14:47:00+00:00,0 days 01:01:01
45,25,24.991039276123047,66,230,9560.850603951796,60039.57277516218,2026-02-20 14:47:00,17.51090949780045,99.59843727821593,16.38339138031006,936,2026-02-20 14:47:00+00:00,0 days 00:04:23
46,8,13.999998092651367,8,236,9341.508990862561,49481.024729871715,2026-02-20 14:51:12,16.966942297339152,73.33404901555589,6.383391380310059,944,2026-02-20 14:51:12+00:00,0 days 00:00:00
46,26,22.15966796875,275,159,8257.593611903138,77629.60290871866,2026-02-20 14:51:12,14.278832157519782,143.35363723543765,16.38339138031006,952,2026-02-20 14:51:12+00:00,0 days 01:05:13
46,27,26.690670013427734,88,230,9814.23203368398,62597.70166947389,2026-02-20 14:51:12,18.13929544353627,105.96178290281631,16.38339138031006,953,2026-02-20 14:51:12+00:00,0 days 00:08:35
47,4,11.92178726196289,20,236,7764.881084496777,53276.302281812306,2026-02-20 14:55:35,13.056905089552005,82.77480192600811,6.383391380310059,961,2026-02-20 14:55:35+00:00,0 days 00:04:23
47,30,21.659711837768555,223,159,8230.34346911632,79182.63227050327,2026-02-20 14:55:35,14.211251803408471,147.21679777287684,16.38339138031006,976,2026-02-20 14:55:35+00:00,0 days 01:09:36
47,31,22.320756912231445,89,230,9994.675378872675,65223.65077258417,2026-02-20 14:55:35,18.586794939604232,112.49383129680312,16.38339138031006,977,2026-02-20 14:55:35+00:00,0 days 00:12:58
48,5,6.408073425292969,23,236,7914.813094337159,54920.010792070265,2026-02-20 14:59:58,13.428736473956153,86.86352684527478,6.383391380310059,983,2026-02-20 14:59:58+00:00,0 days 00:08:46
48,34,22.07737922668457,124,159,8063.205071680226,80583.28610250744,2026-02-20 14:59:58,13.796748577766959,150.70092417998725,16.38339138031006,1002,2026-02-20 14:59:58+00:00,0 days 01:13:59
48,35,20.53581428527832,79,230,9846.252971889637,67977.43097047614,2026-02-20 14:59:58,18.2187073702863,119.3438595390594,16.38339138031006,1003,2026-02-20 14:59:58+00:00,0 days 00:17:21
49,26,21.54377555847168,58,159,7406.517664786123,81847.0623761992,2026-02-20 15:04:11,12.168163808669584,153.8445676607955,16.38339138031006,1022,2026-02-20 15:04:11+00:00,0 days 01:18:12
49,28,20.195262908935547,73,230,9812.019037335434,70290.44592974958,2026-02-20 15:04:11,18.13380721259188,125.09748425025207,16.38339138031006,1024,2026-02-20 15:04:11+00:00,0 days 00:21:34
49,30,20.493955612182617,12,236,11662.5285970112,57353.175449078575,2026-02-20 15:04:11,22.723070920587777,92.91602392958295,16.38339138031006,1026,2026-02-20 15:04:11+00:00,0 days 00:12:59
50,34,20.408212661743164,31,159,7300.499265092639,84064.61534960804,2026-02-20 15:08:24,11.905238177429743,159.36073068214998,16.38339138031006,1048,2026-02-20 15:08:24+00:00,0 days 01:22:25
50,36,20.407880783081055,65,230,9836.245322821393,72389.61862952009,2026-02-20 15:08:24,18.193888400597054,130.31917634093122,16.38339138031006,1050,2026-02-20 15:08:24+00:00,0 days 00:25:47
51,29,20.084646224975586,60,230,9554.328270674378,74517.78702905013,2026-02-20 15:12:46,17.494734111272457,135.6129952347622,16.38339138031006,1072,2026-02-20 15:12:46+00:00,0 days 00:30:09
51,30,17.549121856689453,4,159,7533.400302879355,86084.4506248331,2026-02-20 15:12:46,12.4828327511408,164.38507092927233,16.38339138031006,1073,2026-02-20 15:12:46+00:00,0 days 01:26:47
52,11,15.46191692352295,51,159,8018.088001911655,88413.15277254758,2026-02-20 15:17:08,13.684858244740902,170.17771752171208,11.383391380310059,1080,2026-02-20 15:17:08+00:00,0 days 01:31:09
52,22,20.29559326171875,38,230,9014.323030752561,77126.75683925576,2026-02-20 15:17:08,16.15552111626635,142.1028076376487,16.38339138031006,1088,2026-02-20 15:17:08+00:00,0 days 00:34:31
53,15,13.940882682800293,24,159,8201.451004027906,90381.97108552307,2026-02-20 15:21:30,14.139598489989202,175.0751530752386,11.383391380310059,1100,2026-02-20 15:21:30+00:00,0 days 01:35:31
53,25,17.54597282409668,12,230,8976.904318334358,79090.58143358184,2026-02-20 15:21:30,16.06272270946921,146.98782131603483,16.38339138031006,1108,2026-02-20 15:21:30+00:00,0 days 00:38:53
54,16,13.617703437805176,92,230,9052.375932799781,81057.569431443,2026-02-20 15:25:53,16.249892313343455,151.88070396071447,11.383391380310059,1120,2026-02-20 15:25:53+00:00,0 days 00:43:16
54,17,12.66154956817627,7,159,9438.86580253923,93074.14523360331,2026-02-20 15:25:53,17.20838719029729,181.7719362685882,11.383391380310059,1121,2026-02-20 15:25:53+00:00,0 days 01:39:54
55,5,11.5160493850708,20,159,10005.505627019113,95364.04763375166,2026-02-20 15:30:06,18.613653955007397,187.46806848895724,6.383391380310059,1129,2026-02-20 15:30:06+00:00,0 days 01:44:07
56,7,8.137998580932617,5,159,9758.064516129032,98915.30828019853,2026-02-20 15:34:19,18.0,196.30182934699386,6.383391380310059,1146,2026-02-20 15:34:19+00:00,0 days 01:48:20
