frame,idx,reflectivity,num,cell,y,x,timestr,hdim_1,hdim_2,threshold_value,feature,time,time_cell
2,7,8.5259428024292,12,23,6509.144867288771,58102.47271206161,2026-02-20 11:41:11,9.942679270876152,94.77990087125323,6.383391380310059,44,2026-02-20 11:41:11+00:00,0 days 00:00:00
3,10,15.383026123046875,6,23,7824.546291638444,58025.726761901824,2026-02-20 11:45:33,13.20487480326334,94.58899532023078,11.383391380310059,63,2026-02-20 11:45:33+00:00,0 days 00:04:22
4,23,17.702617645263672,4,23,7571.039489686998,60142.80702441204,2026-02-20 11:49:56,12.576177934423756,99.85523247322493,16.38339138031006,88,2026-02-20 11:49:56+00:00,0 days 00:08:45
5,22,24.726533889770508,38,23,7474.347993858438,62575.000522705115,2026-02-20 11:54:09,12.336383024768926,105.90531380022898,16.38339138031006,103,2026-02-20 11:54:09+00:00,0 days 00:12:58
6,22,26.149477005004883,54,23,7283.09922369663,64737.87691904635,2026-02-20 11:58:32,11.862086074767642,111.28546883612779,16.38339138031006,122,2026-02-20 11:58:32+00:00,0 days 00:17:21
7,25,23.81658363342285,38,23,7400.507999635697,67767.18387852842,2026-02-20 12:02:45,12.15325983909653,118.82086989783946,16.38339138031006,137,2026-02-20 12:02:45+00:00,0 days 00:21:34
8,23,23.48305892944336,38,23,7205.009601406317,70715.02074044646,2026-02-20 12:07:07,11.668423811487665,126.15361409186058,16.38339138031006,154,2026-02-20 12:07:07+00:00,0 days 00:25:56
9,20,24.652301788330078,64,23,7066.901735438266,73245.69491516767,2026-02-20 12:11:20,11.325916303886897,132.44866610147957,16.38339138031006,168,2026-02-20 12:11:20+00:00,0 days 00:30:09
10,24,24.302881240844727,93,23,6986.778762585278,75631.73514844009,2026-02-20 12:15:43,11.127211331211488,138.38394118174472,16.38339138031006,184,2026-02-20 12:15:43+00:00,0 days 00:34:32
11,24,23.39190101623535,99,23,6760.9721889950915,77964.47276297625,2026-02-20 12:20:06,10.567211028707828,144.18662599790338,16.38339138031006,200,2026-02-20 12:20:06+00:00,0 days 00:38:55
12,25,23.776329040527344,110,23,6829.058041671033,80108.5113806361,2026-02-20 12:24:19,10.73606394334416,149.5199220593323,16.38339138031006,219,2026-02-20 12:24:19+00:00,0 days 00:43:08
13,5,9.824969291687012,17,59,7507.937815224344,53503.51310507361,2026-02-20 12:28:24,12.419685781756375,83.3399888488706,6.383391380310059,223,2026-02-20 12:28:24+00:00,0 days 00:00:00
13,20,21.259475708007812,102,23,7090.541279749109,82601.12526775888,2026-02-20 12:28:24,11.384542373777789,155.7202991035502,16.38339138031006,234,2026-02-20 12:28:24+00:00,0 days 00:47:13
14,6,8.828370094299316,20,59,6139.027552851213,58761.612935112506,2026-02-20 12:32:47,9.024788331071008,96.41951217609235,6.383391380310059,239,2026-02-20 12:32:47+00:00,0 days 00:04:23
14,28,20.728769302368164,98,23,7310.261162768518,85257.76636782043,2026-02-20 12:32:47,11.929447683665925,162.32869383995333,16.38339138031006,252,2026-02-20 12:32:47+00:00,0 days 00:51:36
15,34,20.963672637939453,4,59,6082.543510975308,63601.9555821415,2026-02-20 12:37:09,8.884707907218765,108.45986451057698,16.38339138031006,274,2026-02-20 12:37:09+00:00,0 days 00:08:45
15,35,22.231287002563477,78,23,7340.539960917882,87359.56499979556,2026-02-20 12:37:09,12.004539103076347,167.55691793699145,16.38339138031006,275,2026-02-20 12:37:09+00:00,0 days 00:55:58
16,28,20.705385208129883,49,23,7368.175471843486,89541.8490854882,2026-02-20 12:41:22,12.073075170171844,172.9853496001519,16.38339138031006,294,2026-02-20 12:41:22+00:00,0 days 01:00:11
16,29,22.37285614013672,37,77,10162.440343502947,62149.05802078249,2026-02-20 12:41:22,19.00285205188731,104.84578182669642,16.38339138031006,295,2026-02-20 12:41:22+00:00,0 days 00:00:00
17,26,18.555042266845703,22,23,7601.94294661461,91333.22388691286,2026-02-20 12:45:27,12.652818507604232,177.44139441869572,16.38339138031006,313,2026-02-20 12:45:27+00:00,0 days 01:04:16
17,27,23.94438362121582,64,77,10021.630991917604,64751.303017689424,2026-02-20 12:45:27,18.653644859955655,111.31886625650245,16.38339138031006,314,2026-02-20 12:45:27+00:00,0 days 00:04:05
18,34,17.19422149658203,13,23,7738.892956201991,93495.96254797702,2026-02-20 12:49:40,12.992454531380938,182.82120683809282,16.38339138031006,337,2026-02-20 12:49:40+00:00,0 days 01:08:29
18,35,21.76108741760254,85,77,9793.115764350496,68788.28792184757,2026-02-20 12:49:40,18.08692709558923,121.36086620559584,16.38339138031006,338,2026-02-20 12:49:40+00:00,0 days 00:08:18
19,28,15.592696189880371,93,23,7512.8367079201425,96463.20151307194,2026-02-20 12:53:47,12.431835035641953,190.20221376376642,11.383391380310059,357,2026-02-20 12:53:47+00:00,0 days 01:12:36
19,38,20.684959411621094,74,77,9810.203857008593,71927.16802103071,2026-02-20 12:53:47,18.129305565381312,129.1688304523139,16.38339138031006,365,2026-02-20 12:53:47+00:00,0 days 00:12:25
20,28,15.404925346374512,61,23,7624.637855100754,98473.17183198628,2026-02-20 12:58:10,12.70910188064987,195.20201493206588,11.383391380310059,386,2026-02-20 12:58:10+00:00,0 days 01:16:59
20,37,22.594730377197266,87,77,9800.178297380562,75020.65809523022,2026-02-20 12:58:10,18.104442177503795,136.86388701188514,16.38339138031006,391,2026-02-20 12:58:10+00:00,0 days 00:16:48
21,33,20.172588348388672,91,77,9639.917015439803,77766.33583050293,2026-02-20 13:02:31,17.70699419829071,143.693760378376,16.38339138031006,415,2026-02-20 13:02:31+00:00,0 days 00:21:09
22,8,12.637749671936035,13,109,7753.625620198216,53547.00798539429,2026-02-20 13:06:54,13.028991538091576,83.4481823636683,6.383391380310059,421,2026-02-20 13:06:54+00:00,0 days 00:00:00
22,37,19.24483299255371,73,77,9347.310842155464,80771.1337895967,2026-02-20 13:06:54,16.98133088854555,151.16819530162178,16.38339138031006,442,2026-02-20 13:06:54+00:00,0 days 00:25:32
23,27,14.295207023620605,6,109,9668.923704613066,57226.037204364766,2026-02-20 13:11:16,17.7789307874404,92.59976754585735,11.383391380310059,461,2026-02-20 13:11:16+00:00,0 days 00:04:22
23,35,16.859888076782227,13,77,9301.214366158429,82993.4618798033,2026-02-20 13:11:16,16.867011628072902,156.6962364260107,16.38339138031006,468,2026-02-20 13:11:16+00:00,0 days 00:29:54
